,지역,제목,대상
304,광진구,(그림책과 함께하는) 반려식물 키우기-원데이클래스(12/20),성인
305,광진구,(그림책과 함께하는) 반려식물 키우기-원데이클래스(12/13),성인
306,광진구,(그림책과 함께하는) 반려식물 키우기-원데이클래스(12/6),성인
307,광진구,도서관에서 메이커되기 - 웹툰활동으로 메이커 되기,성인
308,광진구,도서관에서 메이커 되기 - 공예활동(가죽공예)으로 메이커 되기 2,성인
309,광진구,도서관에서 메이커되기 - 공예활동(가죽공예)으로 메이커 되기 1,성인
310,광진구,도서관에서 메이커 되기 - 페이퍼커팅기로 메이커 되기,성인
311,광진구,[서울북스타트 부모교육4] 어린이는 자유놀이를 찾아가는 위대한 탐험가,전연령
312,광진구,도서관에서 메이커되기- 재봉틀로 메이커 되기 2,성인
313,광진구,도서관에서 메이커되기-재봉틀로 메이커 되기 1,성인
314,광진구,팹 라이브러리에서 놀자!(크리스마스 오너먼트 만들기 편),전연령
315,광진구,팹라이브러리 12월 <3D펜으로 새해카드 만들기 > 체험 프로그램,전연령
316,광진구,2021 광진정보도서관 「권오준 작가와의 만남」 ,어린이
317,광진구,문화가 있는 수요일: 웹툰 창작 체험 12월,전연령
318,광진구,팹 라이브러리 장비사용교육(12/18),전연령
319,광진구,팹 라이브러리 장비사용교육(12/4),전연령
320,광진구,[온라인] '한강 문학 살롱' <긴긴밤> 루리 작가와의 만남,전연령
321,광진구,예술로 보는 고대 이집트 신화(온라인 강의),전연령
322,광진구,"한가람 인문학: 우리, 둘러보기(환경문제)",전연령
323,광진구,"한가람 인문학: 우리, 둘러보기(페미니즘)",전연령
324,광진구,낭만살롱; 클래식이 알고 싶다(온라인 강의),전연령
325,광진구,[온라인] '한강 문학 살롱' 이석원 작가와의 만남,전연령
326,광진구,[메이커-교육] 성인 단편 영화 제작 프로그램 수강생 모집,성인
327,광진구, [중곡 온라인] '2021년 공공도서관 문화가 있는 날' 11월  온라인 비대면 공연 관람 신청,전연령
328,광진구,[메이커-교육] 웹툰창작 소감툰 그리기,어린이
329,광진구,[메이커-교육] 웹툰창작 여행툰 그리기 ,어린이
330,광진구,[중곡 온라인] 인문학 프로그램  [가족의 두 얼굴: 사랑하지만 상처도 주고 받는 가족의 인문학 ],성인
331,광진구,세계화의 역사와 전망(온라인 강의),전연령
332,광진구,환경UP 창의력UP 그림책 업사이클링(2021 4분기 광진정보도서관 교육문화프로그램),어린이
333,광진구,[서울북스타트 부모교육3] 아이와 나를 연결하는 그림과 언어,전연령
334,광진구,[메이커-교육] 세종대학교x광진정보도서관 영상편집(파워디렉터) 교육,성인
335,광진구,"팹 라이브러리에서 놀자! DIY 공중부양모빌만들기 중급편(퓨전360) 11/19, 11/26",전연령
336,광진구,팹 라이브러리에서 놀자! DIY 공중부양모빌만들기 초급편(틴커캐드) 11/13,전연령
337,광진구,2021 한 도서관 한 책 읽기 - (집에서 즐기는) 우리 가족 독서 반상회 (키트 배부 및 가정 내 토론 활동),전연령
338,광진구,팹 라이브러리 장비사용교육(11/20),전연령
339,광진구,팹 라이브러리 장비사용교육(11/6),전연령
340,광진구,팹라이브러리 11월 < 우드버닝  Do It Together! > 체험 프로그램,전연령
341,광진구,문화가 있는 수요일: 웹툰 창작 체험 11월,전연령
342,광진구,와글와글 과학놀터(2021 4분기 광진정보도서관 교육문화프로그램),어린이
343,광진구,도서관 한국사 탐험대!(2021 4분기 광진정보도서관 교육문화프로그램),어린이
344,광진구,어린이 갈래별 글쓰기 생활: 독후감 편 2(2021 4분기 광진정보도서관 교육문화프로그램),어린이
345,광진구,당신의 밥상이 남긴 탄소발자국(ZOOM 온라인 강의),전연령
346,광진구,"괴물박사, 곽재식 작가와의 만남(광진정보도서관 작가와의 만남, 만남의 광장 4분기)",전연령
347,광진구,2021 한 도서관 한 책 읽기 '<페인트> 이희영 작가와의 만남' 모집안내,전연령
348,광진구,2021 한 도서관 한 책 읽기 [미디어로 텍스트 읽기] 모집 안내 ,전연령
349,광진구,[서울북스타트 부모교육2] 인공지능 시대를 맞이한 새로운 그림책 교육과 이해 ,성인
350,광진구,문화의 달 특강 <법의학자 유성호 교수: 법의학자의 관점에서 본 삶과 죽음> ,전연령
351,광진구,낭만살롱; 클래식이 알고 싶다(ZOOM 온라인 강의),전연령
352,광진구,미술 경험치를 쌓는 중입니다(ZOOM 온라인 강의),전연령
353,광진구,'한강 문학 살롱' 김원영 변호사와의 만남,전연령
354,광진구, 문화의 달 특강 <심리학자 허지원 교수: 우린 아직 코로나를 모른다>,전연령
355,광진구,문화가 있는 수요일: 웹툰 창작 체험 10월,전연령
356,광진구,팹 라이브러리에서 놀자!(페이퍼&레이저커팅기 편),전연령
357,광진구,팹라이브러리 10월 < 3D펜  Do It Together! > 매마수 체험 프로그램,전연령
358,광진구,2021 한 도서관 한 책 읽기 - 동화책으로 다양성 읽기 <세상의 많고 다른 가족> (ZOOM 온라인 강의),어린이
359,광진구,[2021년 4분기 초등 5~6학년 프로그램] 생각을 만드는 글쓰기[중곡],어린이
360,광진구,[메이커-작업] 성인창작 < 증강현실(ar) 동화책 만들기 >,전연령
361,광진구,팹 라이브러리 장비사용교육(10/30),전연령
362,광진구,팹 라이브러리 장비사용교육(10/16),전연령
363,광진구,[메이커-교육 / 신나지 토요스쿨] 3D공작소:  3D 모델링 창의교육,어린이
364,광진구,[부모교육 아카데미 1 - 도서관에서 박물관 읽기] 참여자 모집,성인
365,광진구,"[반려식물 키우기 프로그램-식물, 당신의 친구가 되다] 신청자 모집안내",성인
366,광진구,'만복이네 떡집' 김리리 작가와의 만남(2021 광진정보도서관 독서의 달 행사) ,어린이
367,광진구,'한강 문학 살롱' 신형철 평론가와의 만남(ZOOM 온라인),전연령
368,광진구,2021 한 도서관 한 책 읽기 - 가족은 나의 힘: <우리는 보통 가족입니다> 김응 작가와의 만남 (ZOOM 온라인 강의),어린이
369,광진구,"[자양]자양도서관 독서의 달 그림책 특강 <그림책, 영화> ",성인
370,광진구," <팹 라이브러리에서 놀자!_3D프린터 & 진공성형기 편(9/10, 9/17, 9/24)>",전연령
371,광진구,팹라이브러리 9월 <3D펜 Do It Together!> 체험 프로그램,전연령
372,광진구,[메이커-작업] [추가모집 마감] 성인창작(3D모델링으로 피규어 만들기/Fusion360) 팹라이브러리 프로그램 참가자 모집,전연령
373,광진구,자양한강도서관 독서의 달 특강 <마음과 생각을 키우는 놀이독서법> ,전연령
374,광진구,"독서의 달 특강: 고미숙 <글쓰기, 그 통쾌함에 대하여>(ZOOM 온라인)",전연령
375,광진구,팹 라이브러리 장비사용교육(9/25),전연령
376,광진구,팹 라이브러리 장비사용교육(9/11),전연령
377,광진구,문화가 있는 수요일: 웹툰 창작 체험 9월,전연령
378,광진구,[중곡]9월 독서의 달 특별 프로그램 한복희 작가님와의 만남 [가정에서 하는 내 아이의 독서 교육],성인
379,광진구,[중곡 온라인]  김경희 그림책 작가와 함께하는 [온라인 쏙! 도서관 놀이터],어린이
380,광진구,[중곡]교양인을 위한 인문학 콘서트 [밥상 위의 인문학],성인
381,광진구,[메이커-교육] 그림책과 함께하는 유쾌한 코딩(온라인),어린이
382,광진구,동화 속 이야기 주머니(2021년 3분기 자양제4동도서관 교육문화프로그램),어린이
383,광진구,[메이커-교육] 웹툰창작 중급반 참가자 모집,어린이
384,광진구,2021년 하반기 광진정보도서관 청소년독서회(중학교 2~3학년),청소년
385,광진구,2021년 하반기 광진정보도서관 청소년독서회(중학교 1학년),청소년
386,광진구,환경UP 창의력UP 그림책 업사이클링 (2021 3분기 광진정보도서관 교육문화프로그램),어린이
387,광진구,[메이커-교육] 웹툰창작 성인반 참가자 모집 (온라인),성인
388,광진구,'한강 문학 살롱' 이다혜 작가와의 만남(ZOOM 온라인),전연령
389,광진구,한가람 인문학: 도서관에서 철학하기 심화과정(김효영 연구원/ZOOM 온라인),전연령
390,광진구,한가람 인문학: 도서관에서 철학하기 기초과정(이진경 작가/ZOOM 온라인),전연령
391,광진구,[메이커-작업] 성인창작(3D모델링으로 피규어 만들기/Fusion360) 팹라이브러리 프로그램 참가자 모집,성인
392,광진구,팹 라이브러리 장비사용교육(8/28),전연령
393,광진구,팹 라이브러리 장비사용교육(8/14),전연령
394,광진구,"<팹 라이브러리에서 놀자!_리쏘페인 3D프린터편(8/13, 8/20, 8/27)>",전연령
395,광진구,[메이커-교육] 온라인 웹툰창작 초급반 참가자 모집,어린이
396,광진구,"'고양이 해결사 깜냥' 홍민정 저자와의 만남(어린이, 만남의 광장)",어린이
397,광진구,처음 만나는 한국사 북아트 (2021 3분기 광진정보도서관 교육문화프로그램) ,어린이
398,광진구,와글와글 과학놀터 (2021 3분기 광진정보도서관 교육문화프로그램) ,어린이
399,광진구,이금이 소설가와의 만남(자양한강도서관 한강 문학 살롱) ZOOM 온라인 강의,전연령
400,광진구,조선시대 지식인의 북경로드; 연행(燕行) - ZOOM 온라인 강의,성인
401,광진구,"'마녀엄마','마녀체력' 이영미 작가와의 만남(광진정보도서관 저자와의 만남: 만남의 광장)",전연령
402,광진구,광진정보도서관 여름방학 독서교실,어린이
403,광진구,어린이 갈래별 글쓰기 생활: 독후감 편 (2021 3분기 광진정보도서관 교육문화프로그램),어린이
404,광진구,장바구니 인문학(ZOOM 온라인 강의),전연령
405,광진구,"[중곡][7~8월 인문학 특강] 반려 동물의 모든 것, 반려 동물의 인문학",성인
406,광진구,"팹 라이브러리에서 놀자!_매쉬믹서 3D프린터편(7/9, 7/16, 7/23 3회)",전연령
407,광진구,[2021년 3분기 초등 5~6학년 프로그램] 생각을 만드는 글쓰기[중곡],어린이
408,광진구,[중곡 2021년 3분기 초등 1~2학년 어린이를 위한 창의 철학 독서 미술 활동] 응답하라 청개구리,어린이
409,광진구,"[2021년 3분기 6~7세 유아 1인 및 보호자 1인] 아이와 함께, 이야기 놀이터",어린이
410,광진구,팹라이브러리 7월 <바다캔들 만들기  Do It Together! > 체험,전연령
411,광진구,팹 라이브러리 장비사용교육(7/24),전연령
412,광진구,팹 라이브러리 장비사용교육(7/10),전연령
413,광진구,[메이커-교육] 여름방학 웹툰 특강: 랜선여행툰 그리기(초등 1-3학년),어린이
414,광진구,문화가 있는 수요일: 7월 웹툰 창작 체험 '익숙한 소재로 엉뚱한 상상하기',전연령
415,광진구,2021 길 위의 인문학 <물길 따라 걷는 한강인문학> 참여자 모집,성인
416,광진구,슬기로운 취준생활 3 _ 경력단절 여성 내일 이음 프로그램,성인
417,광진구,[메이커-교육] 웹툰창작 중급반 참가자 모집,어린이
418,광진구,'한강 문학 살롱' 황인찬 시인과의 만남(ZOOM 온라인),전연령
419,광진구,[메이커-교육/신나G 토요스쿨] 3D 공작소: 3D 모델링 창의교육,어린이
420,광진구,[메이커-교육] 우리 가족만의 드론 만들기,전연령
421,광진구,다문화가정 여성을 위한 <다문화 동화 강사단 양성반> ,성인
422,광진구,미지의 세계를 찾아가는 고고학(ZOOM 온라인 강의),전연령
423,광진구,[메이커-체험] 팹라이브러리 '3D펜으로 쉽게 만드는 나만의 그립톡',전연령
424,광진구,[메이커-교육] 그림책과 함께하는 유쾌한 코딩(온라인),어린이
425,광진구,[메이커-작업] 성인창작 <오토마타와 아두이노>,성인
426,광진구,"팹 라이브러리에서 놀자!_매쉬믹서 3D프린터편(6/13,6/20 2회차)",전연령
427,광진구,"팹 라이브러리에서 놀자!_매쉬믹서 3D프린터편(6/11,6/18 2회차)",전연령
428,광진구,[메이커-작업]내 손으로 직접 만드는 '나만의 가죽 키링&책갈피' ,전연령
429,광진구,팹라이브러리 6월 < 우드버닝  Do It Together! > 체험 프로그램,전연령
430,광진구,문화가 있는 수요일: 6월 웹툰 창작 체험,전연령
431,광진구,팹 라이브러리 장비사용교육(6/19),전연령
432,광진구,팹 라이브러리 장비사용교육(6/12),전연령
433,광진구,"2021년 중곡문화체육센터도서관 독서 아카데미 [예술의 모든 것, 미학으로 사유하기]",성인
434,광진구,"[메이커-교육] 그림책으로 알아보는 우리 아이의 MAP, 성인 북아트 (온라인 수업)",성인
435,광진구,[메이커-교육] 웹툰창작 청소년 특강,청소년
